ID	C1-1_FDME210249711-1r	C2-1_FDME210249713-1r	C3-1_FDME210249715-1r	C4-1_FDME210249717-1r	C5-1_FDME210249719-1r	C6-1_FDME210249721-1r	H1-1_FDME210249735-1r	H2-1_FDME210249737-1r	H3-1_FDME210249739-1r	H4-1_FDME210249741-1r	T1-1_FDME210249723-1r	T2-1_FDME210249725-1r	T3-1_FDME210249727-1r	T4-1_FDME210249729-1r	T5-1_FDME210249731-1r	T6-1_FDME210249733-1r
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 1001271B_151109_B4	0.0	1	1	0.0	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 1_1_41A1FAA	0.0	0.0	2	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 26_22	17	5	1	40	104	8	0.0	0.0	1131	0.0	2	175	342	34	48	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 27_14	3	0.0	2	9	9	2	1	0.0	58	0.0	6	0.0	6	3	4	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 28_12	2	1	1	3	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	6	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 28_17	0.0	0.0	0.0	5	5	7	0.0	0.0	7	0.0	1	0.0	1	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 29_15	11	0.0	1	0.0	2	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	3	1	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 42_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	22	0.0	18	0.0	16	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. 44_14	0.0	0.0	0.0	0.0	9	2	0.0	0.0	0.0	1	0.0	2	10	1	3	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF02-29	5	4	1	0.0	0.0	1	24	0.0	7	120	0.0	0.0	0.0	1	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF12-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF12-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF12-41	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	3	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF15-31	4	1	0.0	2	3	9	0.0	0.0	4	0.0	1	2	6	2	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF15-41	0.0	0.0	0.0	0.0	7	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF15-49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF20-17LB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF20-7	30	5	0.0	9	3	5	2	2	1	1	4	0.0	2	0.0	51	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF21-20LB	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF22-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF23-6LB	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	1	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF23-8	5	13	0.0	17	40	48	0.0	0.0	0.0	1	68	16	56	35	70	59
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF24-2LB	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF27-2AA	0.0	0.0	0.0	0.0	0.0	0.0	4804	961	416	46	0.0	0.0	0.0	0.0	3	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF27-5AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF28-12	0.0	0.0	0.0	0.0	0.0	0.0	5	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF29-8BH	0.0	0.0	0.0	0.0	0.0	0.0	8	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF32-12BH	0.0	0.0	0.0	0.0	1	0.0	69	0.0	11	34	0.0	0.0	0.0	0.0	1	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF32-7AC	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF34-10BH	1	1	0.0	2	0.0	94	15	519	64	269	8	11	45	16	22	10
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF34-13	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF36-18BH	0.0	0.0	0.0	2	16	0.0	57	52	79	7	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF36-4	128	109	3	52	19	79	0.0	0.0	163	316	11	12	51	106	875	182
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF37-5	339	43	0.0	12	75	53	0.0	0.0	181	361	49	43	78	22	172	35
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF37-5AT	1	0.0	0.0	0.0	0.0	0.0	4	0.0	16	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF37-7	0.0	0.0	0.0	0.0	0.0	0.0	1456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF43-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	184	0.0	0.0	0.0	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF46-12NS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16	7	20	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF46-9NS	0.0	0.0	0.0	0.0	0.0	0.0	2	20	7	12	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AF50-3	0.0	0.0	0.0	0.0	0.0	0.0	23	1	411	29	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM09-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM16-23	0.0	0.0	0.0	0.0	0.0	0.0	2	2	22	7	1	0.0	0.0	0.0	1	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM18-55	0.0	0.0	0.0	0.0	0.0	0.0	64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM22-11AC	0.0	0.0	0.0	0.0	0.0	0.0	689	1	42	7	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM22-16AC	0.0	2	0.0	0.0	0.0	0.0	4	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM25-23AC	0.0	0.0	0.0	1	1	2	5	0.0	3	1	2	1	2	0.0	13	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM27-28	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM27-31LB	0.0	2	0.0	0.0	0.0	1	0.0	6	16	0.0	7	0.0	7	1	4	13
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM28-20LB	0.0	0.0	0.0	0.0	0.0	0.0	10	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM29-11AC	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM30-24	2	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM32-2	0.0	0.0	0.0	0.0	0.0	0.0	43	0.0	24	13	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM33-3	0.0	0.0	1	0.0	0.0	0.0	1226	0.0	97	87	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM34-11AC	0.0	1	1	2	1	0.0	142	1	0.0	1	1	1	2	3	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM34-9AC	0.0	0.0	0.0	0.0	0.0	0.0	15	31	31	76	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM42-36	0.0	0.0	0.0	1	0.0	7	0.0	0.0	1	17	0.0	0.0	8	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM42-4	0.0	0.0	0.0	0.0	0.0	2	256	0.0	24	21	0.0	0.0	0.0	5	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM43-3BH	0.0	0.0	0.0	0.0	0.0	0.0	37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM45-5	0.0	0.0	0.0	0.0	1	0.0	11	0.0	38	7	0.0	3	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM46-21	0.0	0.0	0.0	0.0	0.0	0.0	8	3	5	10	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM48-13	0.0	0.0	0.0	0.0	0.0	0.0	5	4	6	3	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM49-4BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47	0.0	94	0.0	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM51-4	0.0	0.0	0.0	0.0	0.0	0.0	78	2	1	20	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM54-14XD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM54-37XD	0.0	2	0.0	2	2	6	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AM58-1XD	0.0	0.0	0.0	1	0.0	0.0	0.0	100	120	0.0	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AT4	15	0.0	1	2	0.0	7	10085	614	413	0.0	0.0	1	2	15	2	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. ATCC 29733	2	7	0.0	1	3	1	0.0	0.0	6	5	0.0	0.0	0.0	1	1	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. ATCC BAA-442	4	0.0	0.0	0.0	1	1	16	245	10	23	1	2	0.0	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. BIOML-A1	3	3	10	2	1	0.0	0.0	1	1	18	13	3	0.0	2	0.0	7
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. C1	0.0	0.0	0.0	1	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. C105KSO13	2	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. C105KSO14	0.0	0.0	0.0	0.0	0.0	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. C5-48	0.0	0.0	0.0	0.0	0.0	0.0	5	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:1000	0.0	0.0	1	2	44	2	0.0	0.0	0.0	0.0	1	0.0	0.0	4	1535	22
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:1013	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	8	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:1024	0.0	0.0	2	0.0	26	0.0	0.0	0.0	0.0	3	2	0.0	0.0	2	0.0	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:1193	8	0.0	0.0	4	4	9	0.0	0.0	0.0	0.0	4	0.0	0.0	12	5	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:1219	8	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	4	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:127	0.0	0.0	0.0	0.0	5	10	0.0	0.0	1	15	0.0	1	6	5	22	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:138	7	9	0.0	2	10	2	0.0	0.0	0.0	0.0	3	1	13	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:167	0.0	0.0	0.0	1	0.0	1	0.0	1	0.0	0.0	0.0	0.0	3	0.0	0.0	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	0.0	0.0	0.0	1	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:217	0.0	0.0	2	0.0	1	1	87	0.0	329	641	0.0	0.0	0.0	2	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:217_53_7	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	18	59	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:221	1594	593	265	857	510	397	1090	23	110	8	83	126	239	879	747	710
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:226	1	11	4	1	2	0.0	0.0	0.0	0.0	7	0.0	1	0.0	1	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:230	0.0	0.0	0.0	0.0	0.0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:242	12	17	1	0.0	1	0.0	0.0	0.0	92	4	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:245	0.0	0.0	1	0.0	8	1	0.0	0.0	209	0.0	1	0.0	0.0	0.0	7	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:245_30_32	17	0.0	1	204	81	6	0.0	0.0	1321	0.0	17	105	38	0.0	37	9
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:253	2	0.0	0.0	0.0	0.0	54	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77	0.0	1	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:265	2	1	9	1	0.0	3	32	0.0	1	13	0.0	0.0	0.0	5	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:269	5	0.0	0.0	1	0.0	0.0	0.0	0.0	8	0.0	0.0	0.0	3	1	3	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:273	1	0.0	1	9	31	5	0.0	0.0	0.0	0.0	1	2	6	8	19	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:277	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	2	0.0	0.0	0.0	19	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:288	7	1	0.0	7	4	11	0.0	0.0	1828	0.0	2	7	3	2	7	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:299	0.0	0.0	0.0	0.0	0.0	0.0	16439	0.0	2	561	0.0	0.0	0.0	2	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:302	0.0	0.0	3	0.0	166	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	38	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:306	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	5	3	17
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:307	0.0	0.0	0.0	6	0.0	5	0.0	0.0	0.0	0.0	0.0	2	1	1	21	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:307_30_263	0.0	2	0.0	1	0.0	3	0.0	0.0	0.0	0.0	0.0	3	0.0	3	3	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:343	15	0.0	1	9	22	24	0.0	0.0	13	0.0	6	3	25	5	10	8
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:349	10	0.0	7	9	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42	7	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:354	1	0.0	1	11	6	1	0.0	0.0	0.0	0.0	0.0	1	0.0	2	4	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:354_28_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:356	3	0.0	0.0	6	32	7	0.0	0.0	9	0.0	43	1	10	17	9	5
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:389	10	0.0	1	9	5	8	0.0	0.0	6	0.0	5	1	39	4	12	5
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:411	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	1
